,Name,Platform,Publisher,Developer,Global_Sales,Genre,Platform_Brand,Platform_Type,esrb_rating,userscore,critic_reviews,user_reviews,num_players,Story Focus,Gameplay Focus,Series,score,opencritic_classification,metascore_range
35991,Conan,X360,THQ  ,Nihilistic Software  ,0.19,Action,Microsoft,HomeConsole,M,7.4,49.0,77.0,1 Player,0.0,1.0,0.0,,,Fair
35993,Alter Echo,PS2,THQ  ,Outrage Games  ,0.13,Shooter,Sony,HomeConsole,T,7.0,26.0,10.0,1 Player,0.0,1.0,0.0,,,Fair
35994,Alter Echo,XB,THQ  ,Outrage Games  ,0.05,Shooter,Microsoft,HomeConsole,T,7.5,24.0,4.0,1 Player,0.0,1.0,0.0,,,Fair
35995,Red Faction II,XB,THQ  ,Outrage Games  ,0.12,Shooter,Microsoft,HomeConsole,M,5.6,20.0,16.0,1-4 Players,0.0,1.0,1.0,,,Strong
35996,Red Faction II,PC,THQ  ,Outrage Games  ,0.0,Shooter,PC,PC,M,5.8,10.0,90.0,1 Player,0.0,1.0,1.0,,,Fair
35997,MX 2002 Featuring Ricky Carmichael,PS2,THQ  ,Pacific Coast Power & Light  ,0.56,Racing,Sony,HomeConsole,E,8.5,17.0,10.0,1-4 Players,0.0,1.0,0.0,,,Strong
36006,WWE Crush Hour,PS2,THQ  ,Pacific Coast Power & Light  ,0.35,Racing,Sony,HomeConsole,T,5.2,13.0,9.0,1-2 Players,0.0,1.0,0.0,,,Weak
36007,WWE Crush Hour,GC,THQ  ,Pacific Coast Power & Light  ,0.08,Racing,Nintendo,HomeConsole,T,7.5,14.0,6.0,1-2 Players,0.0,1.0,0.0,,,Weak
36016,Full Spectrum Warrior,XB,THQ  ,Pandemic Studios  ,0.73,Strategy,Microsoft,HomeConsole,M,8.6,67.0,34.0,1-2 Players,0.0,1.0,0.0,,,Mighty
36017,Full Spectrum Warrior,PS2,THQ  ,Pandemic Studios  ,0.3,Strategy,Sony,HomeConsole,M,8.4,24.0,18.0,"1 Player, 2 Players Online",0.0,1.0,0.0,,,Strong
36018,Full Spectrum Warrior,PC,THQ  ,Pandemic Studios  ,0.0,Strategy,PC,PC,M,6.9,26.0,43.0,"1-2 Players, 2 Players Online",0.0,1.0,0.0,,,Mighty
36019,Full Spectrum Warrior: Ten Hammers,PS2,THQ  ,Pandemic Studios  ,0.07,Strategy,Sony,HomeConsole,M,8.6,26.0,7.0,"1 Player, 4 Players Online",0.0,1.0,0.0,,,Strong
36021,Full Spectrum Warrior: Ten Hammers,PC,THQ  ,Pandemic Studios  ,0.0,Strategy,PC,PC,E,7.2,11.0,184.0,1 Player,0.0,1.0,0.0,,,Strong
36022,Stuntman: Ignition,X360,THQ  ,Paradigm Entertainment  ,0.64,Racing,Microsoft,HomeConsole,T,7.2,38.0,35.0,"1-8 Players, Up to 8 Players",0.0,1.0,0.0,,,Strong
36023,Stuntman: Ignition,PS3,THQ  ,Paradigm Entertainment  ,0.52,Racing,Sony,HomeConsole,T,6.1,18.0,13.0,"1-8 Players, Up to 8 Players",0.0,1.0,0.0,,,Strong
36034,Drawn to Life: The Next Chapter,Wii,THQ  ,Planet Moon Studios  ,0.75,Puzzle,Nintendo,HomeConsole,E,6.0,22.0,9.0,1 Player,0.0,1.0,0.0,,,Weak
36035,Star Wars: Flight of the Falcon,GBA,THQ  ,Pocket Studios  ,0.35,Action,Nintendo,Handheld,E,5.9,13.0,13.0,1 Player,0.0,1.0,0.0,,,Weak
36037,Emergency 2012,PC,THQ  ,Quadriga Games  ,0.1,Simulation,PC,PC,T,5.7,9.0,13.0,1 Player,0.0,1.0,0.0,,,Fair
36042,Dark Summit,GC,THQ  ,Radical Entertainment  ,0.05,Sports,Nintendo,HomeConsole,T,4.5,16.0,4.0,1-2 Players,0.0,1.0,0.0,,,Fair
36043,"Monsters, Inc. Scream Arena",GC,THQ  ,Radical Entertainment  ,0.37,Platform,Nintendo,HomeConsole,E,5.9,7.0,21.0,1 Player,0.0,1.0,0.0,,,Weak
36045,Tetris Worlds,GC,THQ  ,Radical Entertainment  ,0.22,Puzzle,Nintendo,HomeConsole,E,4.4,10.0,8.0,1-4 Players,0.0,1.0,0.0,,,Weak
36046,Tetris Worlds,XB,THQ  ,Radical Entertainment  ,0.0,Puzzle,Microsoft,HomeConsole,E,5.6,10.0,8.0,1-4 Players,0.0,1.0,0.0,,,Weak
36055,Cars,PS2,THQ  ,Rainbow Studios  ,1.21,Racing,Sony,HomeConsole,E,8.7,30.0,37.0,1-2 Players,0.0,1.0,0.0,,,Strong
36056,Cars,GC,THQ  ,Rainbow Studios  ,0.93,Racing,Nintendo,HomeConsole,E,7.2,21.0,11.0,1-2 Players,0.0,1.0,0.0,,,Strong
36059,Cars,XB,THQ  ,Rainbow Studios  ,0.2,Racing,Microsoft,HomeConsole,E,8.0,22.0,4.0,1-2 Players,0.0,1.0,0.0,,,Strong
36072,Deadly Creatures,Wii,THQ  ,Rainbow Studios  ,0.22,Action,Nintendo,HomeConsole,T,8.5,45.0,41.0,1 Player,0.0,1.0,0.0,,,Strong
36074,MX Unleashed,XB,THQ  ,Rainbow Studios  ,0.44,Racing,Microsoft,HomeConsole,E,8.1,18.0,15.0,1-2 Players,0.0,1.0,0.0,,,Mighty
36078,MX vs. ATV Unleashed,PS2,THQ  ,Rainbow Studios  ,1.03,Racing,Sony,HomeConsole,E,8.6,30.0,22.0,"1-2 Players, 6 Players Online",0.0,1.0,0.0,,,Strong
36079,MX vs. ATV Unleashed,XB,THQ  ,Rainbow Studios  ,0.4,Racing,Microsoft,HomeConsole,E,8.3,21.0,13.0,"1-2 Players, 6 Players Online",0.0,1.0,0.0,,,Mighty
36080,MX vs. ATV Unleashed,PC,THQ  ,Rainbow Studios  ,0.0,Racing,PC,PC,E,7.3,12.0,7.0,"1-2 Players, 6 Players Online",0.0,1.0,0.0,,,Strong
36081,MX vs. ATV Unleashed: On the Edge,PSP,THQ  ,Rainbow Studios  ,0.69,Racing,Sony,Handheld,E,8.1,22.0,7.0,1-4 Players,0.0,1.0,0.0,,,Fair
36082,MX vs. ATV Untamed,X360,THQ  ,Rainbow Studios  ,0.68,Racing,Microsoft,HomeConsole,E,6.9,43.0,19.0,"1 Player, 12 Players Online Up to 12 Players",0.0,1.0,0.0,,,Strong
36083,MX vs. ATV Untamed,PSP,THQ  ,Rainbow Studios  ,0.65,Racing,Sony,Handheld,E,7.5,12.0,4.0,"1-2 Players, 4 Players Online",0.0,1.0,0.0,,,Weak
36084,MX vs. ATV Untamed,PS3,THQ  ,Rainbow Studios  ,0.46,Racing,Sony,HomeConsole,E,6.6,33.0,9.0,"1 Player, 8 Players Online Up to 8 Players",0.0,1.0,0.0,,,Fair
36085,MX vs. ATV Untamed,PS2,THQ  ,Rainbow Studios  ,0.38,Racing,Sony,HomeConsole,E,7.7,13.0,10.0,"1-2 Players, 6 Players Online",0.0,1.0,0.0,,,Weak
36086,MX vs. ATV Untamed,Wii,THQ  ,Rainbow Studios  ,0.33,Racing,Nintendo,HomeConsole,E,8.3,7.0,9.0,1 Player,0.0,1.0,0.0,,,Strong
36091,Banjo-Kazooie: Grunty's Revenge,GBA,THQ  ,Rare Ltd.  ,0.33,Platform,Nintendo,Handheld,E,8.1,21.0,32.0,1 Player,0.0,1.0,0.0,,,Strong
36092,Banjo-Pilot,GBA,THQ  ,Rare Ltd.  ,0.1,Racing,Nintendo,Handheld,E,6.2,22.0,13.0,1-4 Players,0.0,0.0,0.0,,,Fair
36095,Viva Pinata: Pocket Paradise,DS,THQ  ,Rare Ltd.  ,0.55,Simulation,Nintendo,Handheld,E,7.5,34.0,20.0,"1-4 Players, 2 Players Online",0.0,1.0,0.0,,,Mighty
36100,Super Monkey Ball Jr.,GBA,THQ  ,Realism Ltd  ,0.72,Puzzle,Nintendo,Handheld,E,7.6,20.0,18.0,1-4 Players,0.0,1.0,0.0,,,Mighty
36102,"Warhammer 40,000: Squad Command",PSP,THQ  ,RedLynx  ,0.33,Strategy,Sony,Handheld,T,7.9,25.0,35.0,"1 Player, 8 Players Online",0.0,1.0,0.0,,,Fair
36103,"Warhammer 40,000: Squad Command",DS,THQ  ,RedLynx  ,0.06,Strategy,Nintendo,Handheld,T,8.2,21.0,22.0,"1-8 Players, 6 Players Online Up to 8 Players",0.0,1.0,0.0,,,Weak
36104,Company of Heroes,PC,THQ  ,Relic  ,0.04,Strategy,PC,PC,M,8.7,55.0,1422.0,"1-8 Players, 8 Players Online Up to 8 Players",0.0,1.0,0.0,,,Excellent
36106,Company of Heroes: Opposing Fronts,PC,THQ  ,Relic  ,0.04,Strategy,PC,PC,M,8.5,36.0,259.0,"1 Player, 6 Players Online Up to 8 Players",0.0,1.0,0.0,,,Mighty
36107,Company of Heroes: Tales of Valor,PC,THQ  ,Relic  ,0.04,Strategy,PC,PC,M,7.1,42.0,218.0,Up to 8 Players,0.0,1.0,0.0,,,Strong
36108,"Warhammer 40,000: Dawn of War",PC,THQ  ,Relic  ,4.0,Strategy,PC,PC,M,8.7,51.0,434.0,"1-8 Players, 8 Players Online",0.0,1.0,0.0,,,Mighty
36111,"Warhammer 40,000: Dawn of War II",PC,THQ  ,Relic  ,0.47,Strategy,PC,PC,M,8.1,67.0,1608.0,"1-6 Players, 6 Players Online Online Multiplayer",0.0,1.0,0.0,,,Mighty
36115,"Warhammer 40,000: Dawn of War II - Retribution",PC,THQ  ,Relic Entertainment  ,0.08,Strategy,PC,PC,M,7.7,52.0,274.0,1 Player,0.0,1.0,0.0,,,Mighty
36116,"Warhammer 40,000: Space Marine",PC,THQ  ,Relic Entertainment  ,1.1,Shooter,PC,PC,M,7.5,34.0,692.0,"1 Player, 16 Players Online",0.0,1.0,0.0,,,Strong
36117,"Warhammer 40,000: Space Marine",X360,THQ  ,Relic Entertainment  ,0.56,Shooter,Microsoft,HomeConsole,M,7.9,57.0,247.0,"1 Player, 16 Players Online Up to 16 Players",0.0,1.0,0.0,,,Strong
36118,"Warhammer 40,000: Space Marine",PS3,THQ  ,Relic Entertainment  ,0.45,Shooter,Sony,HomeConsole,M,7.4,46.0,178.0,"1 Player, 16 Players Online Up to 16 Players",0.0,1.0,0.0,,,Strong
36136,Baseball Advance,GBA,THQ  ,Smilebit  ,0.13,Sports,Nintendo,Handheld,E,7.8,16.0,5.0,1 Player,0.0,1.0,0.0,,,Mighty
36153,WWE WrestleMania 21,XB,THQ  ,Studio Gigante  ,0.45,Fighting,Microsoft,HomeConsole,T,6.9,48.0,49.0,"1 Player, 4 Players Online",0.0,1.0,0.0,,,Weak
36154,50 Cent: Blood on the Sand,X360,THQ  ,Swordfish Studios  ,0.21,Shooter,Microsoft,HomeConsole,M,6.3,54.0,78.0,1-2 Players,0.0,1.0,1.0,,,Strong
36155,50 Cent: Blood on the Sand,PS3,THQ  ,Swordfish Studios  ,0.19,Shooter,Sony,HomeConsole,M,6.8,37.0,70.0,"1-2 Players, 2 Players",0.0,1.0,1.0,,,Strong
36166,Rio,PS3,THQ  ,TBA  ,0.14,Misc,Sony,HomeConsole,E10+,6.7,8.0,6.0,1 Player,0.0,1.0,0.0,,,Fair
36167,Rio,X360,THQ  ,TBA  ,0.1,Misc,Microsoft,HomeConsole,E10+,7.2,16.0,6.0,1 Player,0.0,1.0,0.0,,,Fair
36168,Worms: A Space Oddity,Wii,THQ  ,Team17 Software  ,0.08,Strategy,Nintendo,HomeConsole,E10+,4.3,26.0,13.0,1-4 Players,0.0,1.0,0.0,,,Fair
36170,Worms: Open Warfare,PSP,THQ  ,Team17 Software  ,0.77,Strategy,Sony,Handheld,E10+,6.9,22.0,22.0,1-4 Players,0.0,1.0,0.0,,,Strong
36171,Worms: Open Warfare,DS,THQ  ,Team17 Software  ,0.1,Strategy,Nintendo,Handheld,E10+,6.6,24.0,17.0,1-4 Players,0.0,1.0,0.0,,,Fair
36172,Worms: Open Warfare 2,PSP,THQ  ,Team17 Software / Two Tribes  ,0.45,Strategy,Sony,Handheld,E10+,8.2,26.0,33.0,"1 Player, 4 Players Online Up to 4 Players",0.0,1.0,0.0,,,Mighty
36173,Worms: Open Warfare 2,DS,THQ  ,Team17 Software / Two Tribes  ,0.35,Strategy,Nintendo,Handheld,E10+,8.2,25.0,30.0,1-4 Players,0.0,1.0,0.0,,,Mighty
36253,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,THQ  ,THQ  ,0.5,Adventure,Sony,HomeConsole,E,8.1,8.0,10.0,1 Player,0.0,1.0,0.0,,,Fair
36254,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,THQ  ,THQ  ,0.28,Adventure,Nintendo,HomeConsole,E,7.0,8.0,4.0,1 Player,0.0,1.0,0.0,,,Fair
36266,UFC Personal Trainer: The Ultimate Fitness System,X360,THQ  ,THQ  ,0.77,Sports,Microsoft,HomeConsole,E,6.4,36.0,16.0,2 Players,0.0,1.0,0.0,,,Strong
36267,UFC Personal Trainer: The Ultimate Fitness System,PS3,THQ  ,THQ  ,0.22,Sports,Sony,HomeConsole,E,2.4,8.0,5.0,2 Players,0.0,1.0,0.0,,,Fair
36278,WWE All Stars,PS3,THQ  ,THQ  ,0.41,Fighting,Sony,HomeConsole,T,6.6,51.0,42.0,Up to 4 Players,0.0,1.0,0.0,,,Strong
36279,WWE All Stars,X360,THQ  ,THQ  ,0.34,Fighting,Microsoft,HomeConsole,T,7.2,64.0,52.0,Up to 4 Players,0.0,1.0,0.0,,,Strong
36280,WWE All Stars,3DS,THQ  ,THQ  ,0.23,Action,Nintendo,Handheld,T,7.1,12.0,13.0,1 Player,0.0,1.0,0.0,,,Strong
36281,WWE All Stars,Wii,THQ  ,THQ  ,0.19,Fighting,Nintendo,HomeConsole,T,7.2,9.0,21.0,1 Player,0.0,1.0,0.0,,,Fair
36315,WWE SmackDown vs. Raw 2009,DS,THQ  ,TOSE  ,0.18,Fighting,Nintendo,Handheld,T,8.1,15.0,7.0,1 Player,0.0,1.0,0.0,,,Weak
36318,Finding Nemo,GC,THQ  ,Traveller's Tales  ,0.89,Action,Nintendo,HomeConsole,E,5.4,11.0,9.0,1 Player,0.0,1.0,0.0,,,Fair
36319,Finding Nemo,XB,THQ  ,Traveller's Tales  ,0.66,Action,Microsoft,HomeConsole,E,7.4,11.0,5.0,1 Player,0.0,1.0,0.0,,,Fair
36326,The Outfit,X360,THQ  ,Unknown  ,0.25,Action,Microsoft,HomeConsole,M,7.6,52.0,54.0,"1-2 Players, 8 Players Online Up to 8 Players",0.0,1.0,0.0,,,Strong
36334,WWE '13,PS3,THQ  ,Unknown  ,1.35,Sports,Sony,HomeConsole,T,8.1,24.0,118.0,Up to 6 Players,0.0,1.0,0.0,,,Strong
36335,WWE '13,X360,THQ  ,Unknown  ,1.27,Misc,Microsoft,HomeConsole,T,8.0,46.0,129.0,Up to 6 Players,0.0,1.0,0.0,,,Strong
36363,Jet Grind Radio,GBA,THQ  ,Vicarious Visions  ,0.03,Action,Nintendo,Handheld,E,8.0,22.0,8.0,1-4 Players,0.0,1.0,0.0,,,Strong
36371,Darksiders,X360,THQ  ,Vigil Games  ,1.06,Action,Microsoft,HomeConsole,M,7.9,81.0,349.0,1 Player,0.0,1.0,1.0,,,Mighty
36372,Darksiders,PS3,THQ  ,Vigil Games  ,0.28,Action,Sony,HomeConsole,M,7.9,73.0,381.0,1 Player,0.0,1.0,1.0,,,Mighty
36373,Darksiders,PC,THQ  ,Vigil Games  ,0.15,Action,PC,PC,M,7.7,18.0,829.0,1 Player,0.0,1.0,1.0,,,Mighty
36374,Darksiders II,PS3,THQ  ,Vigil Games  ,0.85,Action-Adventure,Sony,HomeConsole,M,7.2,39.0,473.0,1 Player,0.0,1.0,1.0,,,Mighty
36375,Darksiders II,X360,THQ  ,Vigil Games  ,0.79,Action-Adventure,Microsoft,HomeConsole,M,8.2,63.0,517.0,1 Player,0.0,1.0,1.0,,,Mighty
36376,Darksiders II,WiiU,THQ  ,Vigil Games  ,0.16,Action-Adventure,Nintendo,HomeConsole,M,7.7,36.0,181.0,1 Player,0.0,1.0,1.0,,,Mighty
36377,Darksiders II,PC,THQ  ,Vigil Games  ,0.15,Action-Adventure,PC,PC,M,7.9,23.0,822.0,1 Player,0.0,1.0,1.0,,,Mighty
36386,Red Faction,PS2,THQ  ,Volition Inc.  ,1.92,Shooter,Sony,HomeConsole,M,7.9,25.0,96.0,1-2 Players,0.0,1.0,1.0,,,Mighty
36387,Red Faction,PC,THQ  ,Volition Inc.  ,0.0,Shooter,PC,PC,M,8.0,19.0,169.0,1-32 Players,0.0,1.0,1.0,,,Strong
36388,Red Faction II,PS2,THQ  ,Volition Inc.  ,1.5,Shooter,Sony,HomeConsole,M,7.6,30.0,44.0,1-4 Players,0.0,1.0,1.0,,,Mighty
36389,Red Faction: Armageddon,PS3,THQ  ,Volition Inc.  ,0.46,Shooter,Sony,HomeConsole,M,7.2,52.0,64.0,"1 Player, Up to 4 Players",0.0,1.0,1.0,,,Strong
36390,Red Faction: Armageddon,X360,THQ  ,Volition Inc.  ,0.39,Shooter,Microsoft,HomeConsole,M,7.0,74.0,86.0,"1 Player 1-4 Players, 4 Players Online Up to 4 Players",0.0,1.0,1.0,,,Strong
36391,Red Faction: Armageddon,PC,THQ  ,Volition Inc.  ,0.09,Shooter,PC,PC,M,6.6,29.0,306.0,1 Player,0.0,1.0,1.0,,,Strong
36393,Red Faction: Guerrilla,X360,THQ  ,Volition Inc.  ,0.87,Shooter,Microsoft,HomeConsole,M,8.0,84.0,44.0,"1 Player, 16 Players Online Up to 16 Players",0.0,1.0,1.0,,,Mighty
36394,Red Faction: Guerrilla,PS3,THQ  ,Volition Inc.  ,0.74,Shooter,Sony,HomeConsole,M,7.9,56.0,158.0,Up to 16 Players,0.0,1.0,1.0,,,Mighty
36395,Red Faction: Guerrilla,PC,THQ  ,Volition Inc.  ,0.03,Shooter,PC,PC,M,7.5,29.0,367.0,1 Player,0.0,1.0,1.0,,,Mighty
36396,Red Faction: Guerrilla,PC,THQ  ,Volition Inc.  ,0.0,Shooter,PC,PC,M,7.5,29.0,367.0,1 Player,0.0,1.0,1.0,,,Mighty
36397,Saints Row,X360,THQ  ,Volition Inc.  ,2.18,Action,Microsoft,HomeConsole,M,7.6,74.0,259.0,"1 Player, 12 Players Online Up to 12 Players",0.0,1.0,1.0,63.0,Weak,Mighty
36398,Saints Row 2,X360,THQ  ,Volition Inc.  ,3.07,Action,Microsoft,HomeConsole,M,8.2,75.0,371.0,"1 Player, 12 Players Online Up to 12 Players",0.0,1.0,1.0,,,Mighty
36399,Saints Row 2,PS3,THQ  ,Volition Inc.  ,1.68,Action,Sony,HomeConsole,M,8.1,50.0,177.0,"1 Player, 12 Players Online 2 Players Up to 12 Players",0.0,1.0,1.0,,,Mighty
36400,Saints Row 2,PC,THQ  ,Volition Inc.  ,0.04,Action,PC,PC,M,6.9,24.0,511.0,",  Up to 12 Players",0.0,1.0,1.0,,,Strong
36402,Saints Row: The Third,X360,THQ  ,Volition Inc.  ,2.77,Action,Microsoft,HomeConsole,M,7.7,70.0,535.0,2 Players No Online Multiplayer,0.0,1.0,1.0,,,Mighty
36403,Saints Row: The Third,PS3,THQ  ,Volition Inc.  ,2.48,Action,Sony,HomeConsole,M,7.8,50.0,445.0,2 Players,0.0,1.0,1.0,,,Mighty
36404,Saints Row: The Third,PC,THQ  ,Volition Inc.  ,0.38,Action,PC,PC,M,8.1,22.0,1617.0,2 Players,0.0,1.0,1.0,,,Mighty
36405,Summoner,PS2,THQ  ,Volition Inc.  ,0.51,Role-Playing,Sony,HomeConsole,T,7.5,16.0,16.0,1 Player,1.0,0.0,0.0,,,Strong
36406,Summoner,PC,THQ  ,Volition Inc.  ,0.0,Role-Playing,PC,PC,T,7.7,14.0,37.0,1 Player,1.0,0.0,0.0,,,Strong
36407,Summoner 2,PS2,THQ  ,Volition Inc.  ,0.21,Role-Playing,Sony,HomeConsole,T,8.4,20.0,25.0,1 Player,1.0,0.0,0.0,,,Strong
36408,The Punisher,PS2,THQ  ,Volition Inc.  ,0.52,Shooter,Sony,HomeConsole,M,8.3,44.0,,1 Player,0.0,1.0,0.0,,,Fair
36410,The Punisher,PC,THQ  ,Volition Inc.  ,0.0,Shooter,PC,PC,M,8.4,19.0,156.0,1 Player,0.0,1.0,0.0,,,Fair
36413,Ping Pals,DS,THQ  ,WayForward Technologies  ,0.11,Misc,Nintendo,Handheld,E,3.9,17.0,27.0,"1-8 Players, 8 Players Online",0.0,1.0,0.0,,,Weak
36414,SpongeBob SquarePants: Creature from the Krusty Krab,DS,THQ  ,WayForward Technologies  ,0.49,Platform,Nintendo,Handheld,E,5.7,7.0,6.0,1-2 Players,0.0,1.0,0.0,,,Weak
36451,WWE '12,X360,THQ  ,"Yuke's Co., Ltd.  ",1.27,Fighting,Microsoft,HomeConsole,M,8.1,66.0,203.0,"1 Player, 12 Players Online Up to 12 Players",0.0,1.0,0.0,,,Strong
36452,WWE '12,X360,THQ  ,"Yuke's Co., Ltd.  ",1.27,Fighting,Microsoft,HomeConsole,T,6.4,52.0,106.0,Up to 12 Players,0.0,1.0,0.0,,,Strong
36455,UFC Undisputed 2010,PS3,THQ  ,Yuke's Future Media Creators  ,1.42,Fighting,Sony,HomeConsole,T,7.3,54.0,52.0,2 Players,0.0,1.0,0.0,,,Mighty
36456,UFC Undisputed 2010,X360,THQ  ,Yuke's Future Media Creators  ,1.32,Fighting,Microsoft,HomeConsole,T,6.7,70.0,84.0,2 Players,0.0,1.0,0.0,,,Mighty
36457,UFC Undisputed 2010,PSP,THQ  ,Yuke's Future Media Creators  ,0.21,Fighting,Sony,Handheld,T,7.0,27.0,14.0,2 Players,0.0,1.0,0.0,,,Strong
36458,WWE Day of Reckoning,GC,THQ  ,Yuke's Future Media Creators  ,0.45,Fighting,Nintendo,HomeConsole,T,8.8,47.0,92.0,1-4 Players,0.0,1.0,0.0,,,Strong
36459,WWE Day of Reckoning 2,GC,THQ  ,Yuke's Future Media Creators  ,0.34,Fighting,Nintendo,HomeConsole,T,6.1,36.0,268.0,1-4 Players,0.0,1.0,0.0,,,Strong
36468,WWE SmackDown vs. Raw 2009,PS2,THQ  ,Yuke's Media Creations  ,1.24,Sports,Sony,HomeConsole,T,7.4,9.0,50.0,1-6 Players,0.0,1.0,0.0,,,Strong
36469,WWE SmackDown vs. Raw 2009,PS3,THQ  ,Yuke's Media Creations  ,0.94,Fighting,Sony,HomeConsole,T,7.0,37.0,58.0,"1-6 Players, 4 Players Online Up to 4 Players",0.0,1.0,0.0,,,Strong
36470,WWE SmackDown vs. Raw 2009,X360,THQ  ,Yuke's Media Creations  ,0.92,Fighting,Microsoft,HomeConsole,T,7.0,47.0,49.0,Up to 4 Players,0.0,1.0,0.0,,,Strong
36471,WWE SmackDown vs. Raw 2009,Wii,THQ  ,Yuke's Media Creations  ,0.83,Fighting,Nintendo,HomeConsole,T,8.5,18.0,22.0,"1-4 Players, Up to 4 Players",0.0,1.0,0.0,,,Strong
36472,WWE SmackDown vs. Raw 2009,PSP,THQ  ,Yuke's Media Creations  ,0.75,Fighting,Sony,Handheld,T,6.5,9.0,15.0,1-4 Players,0.0,1.0,0.0,,,Strong
36475,UFC Undisputed 3,PS3,THQ  ,Yukie's Osaka  ,1.05,Fighting,Sony,HomeConsole,T,7.4,30.0,111.0,2 Players,0.0,1.0,0.0,,,Mighty
36476,UFC Undisputed 3,X360,THQ  ,Yukie's Osaka  ,1.0,Fighting,Microsoft,HomeConsole,T,7.6,60.0,97.0,2 Players,0.0,1.0,0.0,,,Mighty
36512,Sphinx and the Cursed Mummy,NS,THQ Nordic  ,Eurocom  ,0.0,Action-Adventure,Nintendo,HomeConsole,E10+,7.1,15.0,23.0,1 Player,0.0,1.0,0.0,63.0,Weak,Fair
36535,Titan Quest,NS,THQ Nordic  ,Iron Lore Entertainment  ,0.01,Action,Nintendo,HomeConsole,T,7.2,16.0,37.0,Up to 6 Players,0.0,1.0,0.0,65.0,Weak,Fair
36537,Darksiders: Warmastered Edition,PS4,THQ Nordic  ,Kaiko  ,0.11,Action-Adventure,Sony,HomeConsole,M,7.8,12.0,181.0,1 Player,0.0,1.0,1.0,77.0,Strong,Mighty
36538,Darksiders: Warmastered Edition,XOne,THQ Nordic  ,Kaiko  ,0.04,Action-Adventure,Microsoft,HomeConsole,M,8.1,17.0,47.0,1 Player,0.0,1.0,1.0,77.0,Strong,Mighty
36540,Darksiders: Warmastered Edition,NS,THQ Nordic  ,Kaiko  ,0.0,Action-Adventure,Nintendo,HomeConsole,M,7.7,24.0,49.0,1 Player,0.0,1.0,1.0,77.0,Strong,Strong
36548,The Book of Unwritten Tales 2,NS,THQ Nordic  ,KING Art Games  ,0.0,Adventure,Nintendo,HomeConsole,T,7.9,9.0,8.0,1 Player,1.0,1.0,0.0,73.0,Fair,Strong
36580,Quantum Break,PC,THQ Nordic  ,Remedy Entertainment  ,0.02,Action,PC,PC,M,5.7,14.0,967.0,1 Player,0.0,1.0,0.0,78.0,Strong,Fair
36583,de Blob,NS,THQ Nordic  ,THQ Nordic  ,0.0,Platform,Nintendo,HomeConsole,E,7.3,14.0,15.0,1 Player,0.0,1.0,0.0,,,Strong
36585,de Blob 2,PS4,THQ Nordic  ,THQ Nordic  ,0.0,Platform,Sony,HomeConsole,E10+,5.7,10.0,9.0,1 Player,0.0,1.0,0.0,,,Fair
36586,Legend of Kay Anniversary,NS,THQ Nordic  ,THQ Nordic  ,0.01,Action-Adventure,Nintendo,HomeConsole,E10+,5.3,9.0,11.0,1 Player,0.0,1.0,0.0,58.0,Weak,Weak
36590,Titan Quest,XOne,THQ Nordic  ,THQ Nordic  ,0.02,Action,Microsoft,HomeConsole,T,5.0,7.0,7.0,1 Player,0.0,1.0,0.0,65.0,Weak,Fair
36683,Top Gun: Combat Zones,PS2,Titus  ,Digital Integration  ,0.92,Simulation,Sony,HomeConsole,E,3.3,17.0,9.0,1 Player,0.0,1.0,0.0,,,Fair
36684,Top Gun: Combat Zones,GC,Titus  ,Digital Integration  ,0.15,Simulation,Nintendo,HomeConsole,E,6.3,10.0,8.0,1 Player,0.0,1.0,0.0,,,Weak
36699,Incredible Crisis,PS,Titus  ,Polygon Magic  ,0.08,Action,Sony,HomeConsole,T,8.1,11.0,16.0,1-2 Players,0.0,1.0,0.0,,,Mighty
36706,Stunt GP,PS2,Titus  ,Team17 Software  ,0.05,Racing,Sony,HomeConsole,E,8.4,8.0,11.0,1-2 Players,0.0,1.0,0.0,,,Weak
36707,Worms World Party,PC,Titus  ,Team17 Software  ,0.1,Strategy,PC,PC,E,7.8,8.0,93.0,1-6 Players,0.0,1.0,0.0,,,Strong
36803,World of Goo,NS,Tomorrow Corporation  ,2D Boy  ,0.0,Puzzle,Nintendo,HomeConsole,E,7.7,12.0,94.0,1 Player,0.0,1.0,0.0,,,Mighty
36807,Naruto: Clash of Ninja Revolution 2,Wii,Tomy Corporation  ,8ing/Raizing  ,0.38,Fighting,Nintendo,HomeConsole,T,8.3,20.0,18.0,1 Player,0.0,1.0,0.0,,,Strong
36808,Naruto: Clash of Ninja Revolution,Wii,Tomy Corporation  ,8ting/Raizing  ,1.02,Fighting,Nintendo,HomeConsole,T,7.9,23.0,30.0,1-4 Players,0.0,1.0,0.0,,,Strong
36815,Naruto Shippuden: Ninja Destiny 2,DS,Tomy Corporation  ,Dream Factory  ,0.37,Fighting,Nintendo,Handheld,T,5.0,12.0,11.0,1 Player,0.0,1.0,0.0,,,Weak
36947,Turok,X360,Touchstone  ,Propaganda Games  ,0.75,Shooter,Microsoft,HomeConsole,M,7.0,63.0,132.0,"1 Player, 16 Players Online Up to 16 Players",0.0,1.0,0.0,,,Fair
